CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutoryReasonForStop,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatuteReason,StatutatoryCitation,Road Type,ReasonForStop,ResonForStop,ReasonforStop,Year
12/23/13 13:50,62546.0,CT0000200,Ansonia,Racial Profile,100000139.0,1300015278.0,Incident ID,2013-10-15,,W,N,F,21.0,True,True,ANSONIA,STATE,  ,  ,I,G,1.0,0,21a-279a1st,Other,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-15 19:48:00-04:00,19:48,r1,,,,Other,,,2013
12/23/13 13:50,62542.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015264.0,Incident ID,2013-10-15,,W,N,F,41.0,True,False,ANSONIA,00 wakelee,  ,  ,V,G,1.0,0,14-296aa(b1st,Cell Phone,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-15 16:48:00-04:00,16:48,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62564.0,CT0000200,Ansonia,Racial Profile,100000014.0,1300015314.0,Incident ID,2013-10-16,,W,N,F,58.0,True,True,ANSONIA,"00000  PULASKI HWY (ANSONIA, T002)",  ,  ,V,B,2.0,0,14-12(a)*,Registration,14-12(a)*,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-16 12:43:00-04:00,12:43,r1,,,,Registration,,,2013
12/23/13 13:50,62562.0,CT0000200,Ansonia,Racial Profile,100000172.0,1300015312.0,Incident ID,2013-10-16,,B,N,F,28.0,True,True,ANSONIA,Pershing Drive,  ,  ,V,G,1.0,0,14-296aa(b),Cell Phone,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 12:11:00-04:00,12:11,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62552.0,CT0000200,Ansonia,Racial Profile,100000172.0,1300015296.0,Incident ID,2013-10-16,,W,N,F,59.0,True,False,ANSONIA,Clifton Ave,  ,  ,V,G,1.0,0,14-218a,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 08:35:00-04:00,08:35,r1,,,,Speed Related,,,2013
12/23/13 13:50,62556.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300015302.0,Incident ID,2013-10-16,,W,N,F,38.0,True,False,ANSONIA,Clifton Avenue,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 10:24:00-04:00,10:24,r1,,,,Speed Related,,,2013
12/23/13 13:50,62557.0,CT0000200,Ansonia,Racial Profile,100000014.0,1300015301.0,Incident ID,2013-10-16,,W,N,F,56.0,True,False,ANSONIA,"00000  MAIN ST (ANSONIA, T002)",  ,  ,V,B,2.0,0,14-12(a)*,Registration,14-12(a)*,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-16 10:23:00-04:00,10:23,r1,,,,Registration,,,2013
12/23/13 13:50,62553.0,CT0000200,Ansonia,Racial Profile,100000014.0,1300015297.0,Incident ID,2013-10-16,,W,N,F,41.0,True,False,ANSONIA,"  BISHOP WILLIAMS CT/MAIN ST (ANSONIA, T002)",  ,  ,V,B,2.0,0,14-12(a)*,Registration,14-12(a)*,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-16 08:56:00-04:00,08:56,r1,,,,Registration,,,2013
12/23/13 13:50,62558.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300015303.0,Incident ID,2013-10-16,,W,N,F,27.0,True,False,ANSONIA,Main Street,  ,  ,V,B,1.0,0,14-12(a)*,Registration,14-12(a)*,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 10:53:00-04:00,10:53,r1,,,,Registration,,,2013
12/23/13 13:50,62561.0,CT0000200,Ansonia,Racial Profile,100000172.0,1300015310.0,Incident ID,2013-10-16,,W,N,F,48.0,True,False,ANSONIA,Pershing Drive,  ,  ,V,G,1.0,0,14-296aa(b),Cell Phone,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 11:55:00-04:00,11:55,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62554.0,CT0000200,Ansonia,Racial Profile,100000014.0,1300015298.0,Incident ID,2013-10-16,,W,N,M,30.0,True,False,ANSONIA,"00000 N DIVISION ST (ANSONIA, T002)",  ,  ,V,B,2.0,0,14-12(a)*,Registration,14-12(a)*,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-16 09:21:00-04:00,09:21,r1,,,,Registration,,,2013
12/23/13 13:50,62568.0,CT0000200,Ansonia,Racial Profile,100000036.0,1300015318.0,Incident ID,2013-10-16,,W,N,F,41.0,True,False,ANSONIA,DIVISION ST,  ,  ,V,G,1.0,0,14-296aa(b),Cell Phone,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-16 14:27:00-04:00,14:27,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62569.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300015322.0,Incident ID,2013-10-16,,W,N,M,27.0,True,False,ANSONIA,pershing,  ,  ,V,G,2.0,0,14-12(d),Registration,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-16 17:17:00-04:00,17:17,r1,,,,Registration,,,2013
12/23/13 13:50,62571.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300015329.0,Incident ID,2013-10-16,,W,N,M,45.0,True,True,ANSONIA,Wakelee Ave,  ,  ,V,G,1.0,0,14-296aa(b),Cell Phone,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 19:51:00-04:00,19:51,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62551.0,CT0000200,Ansonia,Racial Profile,100000054.0,1300015294.0,Incident ID,2013-10-16,,W,N,M,52.0,True,False,ANSONIA,Main St,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 06:25:00-04:00,06:25,r1,,,,Speed Related,,,2013
12/23/13 13:50,62566.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300015315.0,Incident ID,2013-10-16,,W,N,F,21.0,True,True,ANSONIA,Howard Avenue,  ,  ,V,G,2.0,0,14-36(a),Other,14-36(a),False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-16 13:08:00-04:00,13:08,r1,,,,Other,,,2013
12/23/13 13:50,62555.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300015300.0,Incident ID,2013-10-16,,W,N,F,51.0,True,False,ANSONIA,Clifton Avenue,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 10:10:00-04:00,10:10,r1,,,,Speed Related,,,2013
12/23/13 13:50,62550.0,CT0000200,Ansonia,Racial Profile,100000054.0,1300015292.0,Incident ID,2013-10-16,,B,N,M,48.0,True,False,ANSONIA,Main St,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 00:36:00-04:00,00:36,r1,,,,Speed Related,,,2013
12/23/13 13:50,62570.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300015328.0,Incident ID,2013-10-16,,W,N,F,55.0,True,False,ANSONIA,Division Street,  ,  ,V,G,1.0,0,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 19:31:00-04:00,19:31,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62559.0,CT0000200,Ansonia,Racial Profile,100000172.0,1300015308.0,Incident ID,2013-10-16,,W,N,M,53.0,True,False,ANSONIA,Olson Drive,  ,  ,V,G,1.0,0,14-296aa(b),Cell Phone,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-16 11:30:00-04:00,11:30,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62567.0,CT0000200,Ansonia,Racial Profile,100000172.0,1300015317.0,Incident ID,2013-10-16,,W,N,M,42.0,True,False,ANSONIA,"  MAPLE ST/OLSON DR (ANSONIA, T002)",  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-16 14:23:00-04:00,14:23,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62585.0,CT0000200,Ansonia,Racial Profile,100000199.0,1300015379.0,Incident ID,2013-10-17,,B,N,M,32.0,True,True,ANSONIA,e main st,  ,  ,V,G,2.0,0,14-296aa(b),Cell Phone,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-17 16:39:00-04:00,16:39,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62576.0,CT0000200,Ansonia,Racial Profile,100000120.0,1300015348.0,Incident ID,2013-10-17,,W,N,M,34.0,True,True,ANSONIA,0000 Olson Dr,  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-17 06:11:00-04:00,06:11,r1,,,,Speed Related,,,2013
12/23/13 13:50,62573.0,CT0000200,Ansonia,Racial Profile,100000140.0,1300015342.0,Incident ID,2013-10-17,,W,N,M,20.0,True,True,ANSONIA,bridge at east main st,  ,  ,V,G,1.0,0,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-17 00:56:00-04:00,00:56,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62580.0,CT0000200,Ansonia,Racial Profile,100000172.0,1300015362.0,Incident ID,2013-10-17,,W,N,M,56.0,True,False,ANSONIA,"00000  MAIN ST (ANSONIA, T002)",  ,  ,V,G,1.0,0,14-299,Traffic Control Signal,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-17 11:44:00-04:00,11:44,r1,,,,Traffic Control Signal,,,2013
12/23/13 13:50,62579.0,CT0000200,Ansonia,Racial Profile,100000036.0,1300015359.0,Incident ID,2013-10-17,,W,N,M,57.0,True,False,ANSONIA,Hodge Avenue,  ,  ,V,B,1.0,0,14-12(a)*,Registration,14-12(a)*,False,N,False,False,N,,,,,False,1.0,CT0000200,,2013-10-17 11:21:00-04:00,11:21,r1,,,,Registration,,,2013
12/23/13 13:50,62572.0,CT0000200,Ansonia,Racial Profile,100000120.0,1300015339.0,Incident ID,2013-10-17,,W,N,M,19.0,True,False,ANSONIA,Jewett  St.,  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-17 00:03:00-04:00,00:03,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62574.0,CT0000200,Ansonia,Racial Profile,100000140.0,1300015346.0,Incident ID,2013-10-17,,W,N,M,20.0,True,False,ANSONIA,4th st. at winter st.,  ,  ,V,G,1.0,0,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-17 05:53:00-04:00,05:53,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62582.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300015364.0,Incident ID,2013-10-17,,B,N,M,52.0,True,True,ANSONIA,Prindle Avenue,  ,  ,V,B,2.0,1,14-12(a)*,Registration,14-12(a)*,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-17 12:46:00-04:00,12:46,r1,,,,Registration,,,2013
12/23/13 13:50,62584.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300015378.0,Incident ID,2013-10-17,,W,N,M,37.0,True,False,ANSONIA,Maple Street,  ,  ,V,G,1.0,0,14-96e,Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-17 16:25:00-04:00,16:25,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62577.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300015351.0,Incident ID,2013-10-17,,W,N,M,33.0,True,False,ANSONIA,"00000  WAKELEE AV (ANSONIA, T002)",  ,  ,V,B,2.0,1,14-12(a)*,Registration,14-12(a)*,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-17 08:23:00-04:00,08:23,r1,,,,Registration,,,2013
12/23/13 13:50,62575.0,CT0000200,Ansonia,Racial Profile,100000140.0,1300015347.0,Incident ID,2013-10-17,,W,N,M,33.0,True,False,ANSONIA,4th st. at winter st. ,  ,  ,V,G,1.0,0,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-17 06:11:00-04:00,06:11,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62586.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300015381.0,Incident ID,2013-10-17,,W,H,F,21.0,True,True,ANSONIA,Clifton Ave,  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-17 17:28:00-04:00,17:28,r1,,,,Speed Related,,,2013
12/23/13 13:50,62587.0,CT0000200,Ansonia,Racial Profile,100000131.0,1300015397.0,Incident ID,2013-10-17,,W,N,M,20.0,True,False,ANSONIA,"00000  MAIN ST (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-17 23:56:00-04:00,23:56,r1,,,,Speed Related,,,2013
12/23/13 13:50,62581.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300015361.0,Incident ID,2013-10-17,,W,N,F,55.0,True,True,ANSONIA,Division Street,  ,  ,V,G,2.0,1,14-12(a)*,Registration,14-12(a)*,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-17 11:42:00-04:00,11:42,r1,,,,Registration,,,2013
12/23/13 13:50,62608.0,CT0000200,Ansonia,Racial Profile,100000174.0,1300015452.0,Incident ID,2013-10-18,,B,M,F,29.0,True,False,ANSONIA,Main Street,  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 23:51:00-04:00,23:52,r1,,,,Speed Related,,,2013
12/23/13 13:50,62603.0,CT0000200,Ansonia,Racial Profile,100000120.0,1300015439.0,Incident ID,2013-10-18,,W,N,F,31.0,True,True,ANSONIA,0000 Wakelee Ave,  ,  ,E,G,1.0,0,01,Other,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 18:55:00-04:00,18:55,r1,,,,Other,,,2013
12/23/13 13:50,62588.0,CT0000200,Ansonia,Racial Profile,100000140.0,1300015398.0,Incident ID,2013-10-18,,B,N,M,38.0,True,False,ANSONIA,bridge st at pershing dr,  ,  ,V,G,1.0,0,14-299,Traffic Control Signal,14-299,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 00:17:00-04:00,00:17,r1,,,,Traffic Control Signal,,,2013
12/23/13 13:50,62591.0,CT0000200,Ansonia,Racial Profile,100000131.0,1300015405.0,Incident ID,2013-10-18,,W,N,M,60.0,True,True,ANSONIA,MAIN ST,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 06:29:00-04:00,06:29,r1,,,,Speed Related,,,2013
12/23/13 13:50,62592.0,CT0000200,Ansonia,Racial Profile,100000036.0,1300015419.0,Incident ID,2013-10-18,,W,H,M,56.0,False,False,ANSONIA,m ansoniaain street,  ,  ,V,G,1.0,0,14-12(a)*,Registration,01,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-18 13:47:00-04:00,13:47,r1,,,,Registration,,,2013
12/23/13 13:50,62605.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015442.0,Incident ID,2013-10-18,,W,N,F,29.0,True,True,ANSONIA,WAKELEE,  ,  ,V,G,1.0,0,14-99f(c),Other,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-18 19:05:00-04:00,19:05,r1,,,,Other,,,2013
12/23/13 13:50,62594.0,CT0000200,Ansonia,Racial Profile,100000120.0,1300015428.0,Incident ID,2013-10-18,,W,H,F,38.0,True,True,ANSONIA,"00000  LESTER ST (ANSONIA, T002)",  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,True,I,,,,,False,1.0,CT0000200,,2013-10-18 17:45:00-04:00,17:45,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62590.0,CT0000200,Ansonia,Racial Profile,100000140.0,1300015404.0,Incident ID,2013-10-18,,W,N,M,49.0,True,False,ANSONIA,wakelee av at franklin st,  ,  ,V,G,1.0,0,14-301,Stop Sign,14-301,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 06:13:00-04:00,06:13,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62596.0,CT0000200,Ansonia,Racial Profile,100000193.0,1300015430.0,Incident ID,2013-10-18,,B,N,M,41.0,True,False,ANSONIA,wakelee,  ,  ,V,G,1.0,0,14-12(a)*,Registration,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 18:17:00-04:00,18:17,r1,,,,Registration,,,2013
12/23/13 13:50,62602.0,CT0000200,Ansonia,Racial Profile,100000173.0,1300015437.0,Incident ID,2013-10-18,,W,N,F,22.0,True,True,ANSONIA,WAKELEE,  ,  ,V,B,1.0,0,14-21b(c),Other,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 18:46:00-04:00,18:46,r1,,,,Other,,,2013
12/23/13 13:50,62597.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015431.0,Incident ID,2013-10-18,,W,N,M,72.0,True,True,ANSONIA,WAKELEE,  ,  ,V,G,1.0,0,14-18(e)*,Display of Plates,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 18:20:00-04:00,18:20,r1,,,,Display of Plates,,,2013
12/23/13 13:50,62599.0,CT0000200,Ansonia,Racial Profile,100000120.0,1300015432.0,Incident ID,2013-10-18,,W,N,M,59.0,True,True,ANSONIA,0000 Wakelee Ave,  ,  ,I,G,1.0,0,01,Other,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 18:21:00-04:00,18:21,r1,,,,Other,,,2013
12/23/13 13:50,62595.0,CT0000200,Ansonia,Racial Profile,100000120.0,1300015429.0,Incident ID,2013-10-18,,W,N,F,25.0,True,False,ANSONIA,0000 Wakelee Ave,  ,  ,V,G,1.0,0,01,Other,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 18:09:00-04:00,18:09,r1,,,,Other,,,2013
12/23/13 13:50,62593.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015424.0,Incident ID,2013-10-18,,W,H,F,34.0,True,False,ANSONIA,E MAIN STREET,  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 15:49:00-04:00,15:49,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62589.0,CT0000200,Ansonia,Racial Profile,100000131.0,1300015399.0,Incident ID,2013-10-18,,B,N,M,19.0,True,True,ANSONIA,main st,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 00:55:00-04:00,00:55,r1,,,,Speed Related,,,2013
12/23/13 13:50,62604.0,CT0000200,Ansonia,Racial Profile,100000173.0,1300015441.0,Incident ID,2013-10-18,,W,N,M,27.0,True,True,ANSONIA,WAKELEE,  ,  ,V,B,1.0,0,14-21b(c),Other,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 19:03:00-04:00,19:03,r1,,,,Other,,,2013
12/23/13 13:50,62600.0,CT0000200,Ansonia,Racial Profile,100000120.0,1300015435.0,Incident ID,2013-10-18,,W,H,F,40.0,True,False,ANSONIA,0000 Wakelee Ave.,  ,  ,E,G,2.0,0,01,Other,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 18:39:00-04:00,18:39,r1,,,,Other,,,2013
12/23/13 13:50,62598.0,CT0000200,Ansonia,Racial Profile,100000173.0,1300015433.0,Incident ID,2013-10-18,,W,N,F,56.0,True,True,ANSONIA,FRANKLIN,  ,  ,V,B,1.0,0,14-12(d),Registration,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 18:27:00-04:00,18:27,r1,,,,Registration,,,2013
12/23/13 13:50,62601.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015436.0,Incident ID,2013-10-18,,W,N,F,65.0,True,False,ANSONIA,WAKELEE,  ,  ,V,B,1.0,0,14-296aa(b),Cell Phone,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-18 18:44:00-04:00,18:44,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62613.0,CT0000200,Ansonia,Racial Profile,100000129.0,1300015484.0,Incident ID,2013-10-19,,W,H,M,56.0,True,False,ANSONIA,N MAIN STREET,  ,  ,E,G,1.0,0,14-96e,Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-19 20:19:00-04:00,20:19,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62609.0,CT0000200,Ansonia,Racial Profile,100000174.0,1300015453.0,Incident ID,2013-10-19,,W,M,F,19.0,True,True,ANSONIA,"00000  MAIN ST (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-19 00:01:00-04:00,00:01,r1,,,,Speed Related,,,2013
12/23/13 13:50,62611.0,CT0000200,Ansonia,Racial Profile,100000199.0,1300015476.0,Incident ID,2013-10-19,,W,M,F,22.0,True,True,ANSONIA,"00000  MAIN ST (ANSONIA, T002)",  ,  ,V,G,1.0,0,14-296aa(b1st,Cell Phone,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-19 16:53:00-04:00,16:53,r1,,,,Cell Phone,,,2013
12/23/13 13:50,62610.0,CT0000200,Ansonia,Racial Profile,100000140.0,1300015454.0,Incident ID,2013-10-19,,W,M,M,27.0,True,False,ANSONIA,franklin st.,  ,  ,V,B,1.0,0,14-218a,Speed Related,14-218a,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-19 00:07:00-04:00,00:07,r1,,,,Speed Related,,,2013
12/23/13 13:50,62619.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015537.0,Incident ID,2013-10-20,,W,H,F,45.0,True,True,ANSONIA,Cottage Ave,  ,  ,E,G,1.0,0,14-18(a),Display of Plates,14-12(a)*,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-20 19:09:00-04:00,19:09,r1,,,,Display of Plates,,,2013
12/23/13 13:50,62616.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015531.0,Incident ID,2013-10-20,,W,N,M,41.0,True,True,ANSONIA,beaver,  ,  ,V,B,1.0,0,14-218a*SZ,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-20 17:30:00-04:00,17:30,r1,,,,Speed Related,,,2013
12/23/13 13:50,62614.0,CT0000200,Ansonia,Racial Profile,100000136.0,1300015505.0,Incident ID,2013-10-20,,W,N,F,19.0,True,True,ANSONIA,main street,  ,  ,V,G,1.0,0,14-96aa,Defective Lights,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-20 01:50:00-04:00,01:50,r1,,,,Defective Lights,,,2013
12/23/13 13:50,62615.0,CT0000200,Ansonia,Racial Profile,100000057.0,1300015522.0,Incident ID,2013-10-20,,W,N,M,0.0,True,False,ANSONIA,Howard Ave,  ,  ,V,G,2.0,1,14-12a,Registration,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-20 13:33:00-04:00,13:33,r1,,,,Registration,,,2013
12/23/13 13:50,62617.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015535.0,Incident ID,2013-10-20,,W,N,F,39.0,True,False,ANSONIA,Main St./Bishop Williams Dr.,  ,  ,V,G,1.0,0,14-299,Traffic Control Signal,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-20 18:09:00-04:00,18:09,r1,,,,Traffic Control Signal,,,2013
12/23/13 13:50,62620.0,CT0000200,Ansonia,Racial Profile,100000131.0,1300015550.0,Incident ID,2013-10-21,,W,N,F,43.0,True,True,ANSONIA,MAIN ST,  ,  ,V,B,1.0,0,14-218a*SZ,Speed Related,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-21 05:45:00-04:00,05:45,r1,,,,Speed Related,,,2013
12/23/13 13:50,62641.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015601.0,Incident ID,2013-10-21,,W,N,F,47.0,True,False,ANSONIA,FORD ST,  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-21 18:59:00-04:00,18:59,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62622.0,CT0000200,Ansonia,Racial Profile,100000014.0,1300015552.0,Incident ID,2013-10-21,,W,N,M,52.0,True,False,ANSONIA,"00000  MAIN ST (ANSONIA, T002)",  ,  ,V,B,2.0,1,14-12(a)*,Registration,14-12(a)*,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-21 08:02:00-04:00,08:02,r1,,,,Registration,,,2013
12/23/13 13:50,62626.0,CT0000200,Ansonia,Racial Profile,100000014.0,1300015563.0,Incident ID,2013-10-21,,W,N,M,28.0,True,True,ANSONIA,MAIN STREET,  ,  ,V,B,2.0,1,14-12(a)*,Registration,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-21 10:39:00-04:00,10:39,r1,,,,Registration,,,2013
12/23/13 13:50,62636.0,CT0000200,Ansonia,Racial Profile,100000195.0,1300015586.0,Incident ID,2013-10-21,,W,N,F,59.0,True,True,ANSONIA,"  CLIFTON AVE (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-218a,Speed Related,,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-21 15:31:00-04:00,15:31,r1,,,,Speed Related,,,2013
12/23/13 13:50,62645.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015609.0,Incident ID,2013-10-21,,W,N,M,45.0,True,False,ANSONIA,N MAIN,  ,  ,V,G,1.0,0,14-301,Stop Sign,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-21 22:11:00-04:00,22:11,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62629.0,CT0000200,Ansonia,Racial Profile,100000055.0,1300015570.0,Incident ID,2013-10-21,,B,N,M,62.0,True,True,ANSONIA,"00000  PRINDLE AV (ANSONIA, T002)",  ,  ,V,B,1.0,0,14-301,Stop Sign,01,False,N,False,False,I,,,,,False,1.0,CT0000200,,2013-10-21 12:22:00-04:00,12:22,r1,,,,Stop Sign,,,2013
12/23/13 13:50,62643.0,CT0000200,Ansonia,Racial Profile,100000194.0,1300015605.0,Incident ID,2013-10-21,,W,N,M,57.0,True,False,ANSONIA,MAIN,  ,  ,V,G,1.0,0,14-299,Traffic Control Signal,,False,N,False,False,V,,,,,False,1.0,CT0000200,,2013-10-21 20:23:00-04:00,20:23,r1,,,,Traffic Control Signal,,,2013
